role,title,company,city,location,description,skills,skill_count,combined_text,education,job_mode,experience_min,experience_max,days_ago,posted_date,salary_raw,salary_min,salary_max,salary_estimate,source,extracted_skills,extracted_skill_count
Ai Engineer,AI Engineer,Visa Consolidated Support Services India,Bengaluru,"Bengaluru, India",ai engineer hive front end risk management python data pipelines html5 airflow,"airflow, computer vision, deep learning, machine learning, nlp, python, pytorch, tensorflow",8,"Ai Engineer airflow, computer vision, deep learning, machine learning, nlp, python, pytorch, tensorflow ai engineer hive front end risk management python data pipelines html5 airflow M.Tech On-site Bengaluru",M.Tech,On-site,2,7,4,4 days ago,Not Disclosed,,,1220000,Naukri,"python, r",2
Ai Engineer,AI Engineer,Infosys,Bengaluru,"Bengaluru, India",ai engineer python github data pipelines ai data engineering nosql sql,"computer vision, deep learning, machine learning, nlp, python, pytorch, sql, tensorflow",8,"Ai Engineer computer vision, deep learning, machine learning, nlp, python, pytorch, sql, tensorflow ai engineer python github data pipelines ai data engineering nosql sql M.Tech On-site Bengaluru",M.Tech,On-site,9,14,7,1 week ago,Not Disclosed,,,1640000,Naukri,"sql, python, git, r",4
Ai Engineer,AI Engineer,Pwc Service Delivery Center,Bengaluru,"Kolkata, Hyderabad, Bengaluru, India",ML Ops Cicd Pipeline LLM docker Kubernetes Pipeline CI/Cd Ops,"ci/cd, computer vision, deep learning, docker, kubernetes, machine learning, nlp, python, pytorch, tensorflow",10,"Ai Engineer ci/cd, computer vision, deep learning, docker, kubernetes, machine learning, nlp, python, pytorch, tensorflow ML Ops Cicd Pipeline LLM docker Kubernetes Pipeline CI/Cd Ops M.Tech On-site Bengaluru",M.Tech,On-site,4,9,7,1 week ago,Not Disclosed,,,1340000,Naukri,"kubernetes, ci/cd, docker, r",4
Ai Engineer,Agentic AI Engineer,Ey,Bengaluru,"Hybrid - Hyderabad, Pune, Bengaluru, India",LLM Agentic AI Python GEN AI langgraph Langchain AI impementation predictive analytics,"computer vision, deep learning, machine learning, nlp, python, pytorch, tensorflow",7,"Ai Engineer computer vision, deep learning, machine learning, nlp, python, pytorch, tensorflow LLM Agentic AI Python GEN AI langgraph Langchain AI impementation predictive analytics M.Tech Hybrid Bengaluru",M.Tech,Hybrid,4,8,7,1 week ago,15-25 Lacs PA,1500000.0,2500000.0,2000000,Naukri,"python, r",2
Ai Engineer,AI Engineer,Big 4 It Consulting,Bengaluru,"Hybrid - Noida, Bengaluru, India",Gen AI Agentic AI Rag Machine Learning Langgraph Langchain LLM,"computer vision, deep learning, machine learning, nlp, python, pytorch, tensorflow",7,"Ai Engineer computer vision, deep learning, machine learning, nlp, python, pytorch, tensorflow Gen AI Agentic AI Rag Machine Learning Langgraph Langchain LLM M.Tech Hybrid Bengaluru",M.Tech,Hybrid,5,10,4,4 days ago,10-20 Lacs PA,1000000.0,2000000.0,1500000,Naukri,"machine learning, r",2
Ai Engineer,Responsible AI Engineer,Accenture,Bengaluru,"Bengaluru, India",python machine learning artificial intelligence javascript assessment c# css c++,"computer vision, css, deep learning, javascript, machine learning, nlp, python, pytorch, tensorflow",9,"Ai Engineer computer vision, css, deep learning, javascript, machine learning, nlp, python, pytorch, tensorflow python machine learning artificial intelligence javascript assessment c# css c++ M.Tech On-site Bengaluru",M.Tech,On-site,15,20,7,1 week ago,Not Disclosed,,,2000000,Naukri,"java, python, r, javascript, machine learning",5
Ai Engineer,Lead AI Engineer - US Healthcare,Ascendion Engineering,Bengaluru,"Hybrid - Hyderabad, Pune, Bengaluru, India",GCP Bigquery AI Python SQL Generative Ai Artificial Intelligence AWS,"aws, bigquery, computer vision, deep learning, gcp, machine learning, nlp, python, pytorch, sql, tensorflow",11,"Ai Engineer aws, bigquery, computer vision, deep learning, gcp, machine learning, nlp, python, pytorch, sql, tensorflow GCP Bigquery AI Python SQL Generative Ai Artificial Intelligence AWS M.Tech Hybrid Bengaluru",M.Tech,Hybrid,10,20,7,1 week ago,Not Disclosed,,,1700000,Naukri,"aws, sql, python, r",4
Ai Engineer,AI Engineer,Willsfly Technologies,Bengaluru,"Bengaluru, India",Computer science Product engineering Leadership development orchestration Architecture Enterprise architecture Consulting Cloud,"computer vision, deep learning, machine learning, nlp, python, pytorch, tensorflow",7,"Ai Engineer computer vision, deep learning, machine learning, nlp, python, pytorch, tensorflow Computer science Product engineering Leadership development orchestration Architecture Enterprise architecture Consulting Cloud M.Tech On-site Bengaluru",M.Tech,On-site,9,12,4,4 days ago,Not Disclosed,,,1640000,Naukri,r,1
Ai Engineer,Gen AI Engineer,Black And White Business Solutions,Bengaluru,"Hyderabad, Pune, Bengaluru, India",Agentic Ai Generative Ai Retrieval Augmented Generation LLM Python Large Language Model Gen Artificial Intelligence,"computer vision, deep learning, machine learning, nlp, python, pytorch, tensorflow",7,"Ai Engineer computer vision, deep learning, machine learning, nlp, python, pytorch, tensorflow Agentic Ai Generative Ai Retrieval Augmented Generation LLM Python Large Language Model Gen Artificial Intelligence M.Tech On-site Bengaluru",M.Tech,On-site,3,8,5,5 days ago,Not Disclosed,,,1280000,Naukri,"python, r",2
Ai Engineer,Generative AI Engineer,Big 4 Consulting Firm,Bengaluru,"Hybrid - Hyderabad, Bengaluru, Delhi / NCR, India",Generative Ai Data Science Artificial Intelligence Aiml data scientist Science Data Intelligence,"computer vision, deep learning, machine learning, nlp, python, pytorch, tensorflow",7,"Ai Engineer computer vision, deep learning, machine learning, nlp, python, pytorch, tensorflow Generative Ai Data Science Artificial Intelligence Aiml data scientist Science Data Intelligence M.Tech Hybrid Bengaluru",M.Tech,Hybrid,6,9,5,5 days ago,Not Disclosed,,,1460000,Naukri,r,1
Ai Engineer,AI Engineer,Mindsprint,Bengaluru,"Hybrid - Bengaluru, India",Artificial Intelligence Fast Api LLM Retrieval Augmented Generation Python AZURE GCP AWS,"aws, azure, computer vision, deep learning, gcp, machine learning, nlp, python, pytorch, tensorflow",10,"Ai Engineer aws, azure, computer vision, deep learning, gcp, machine learning, nlp, python, pytorch, tensorflow Artificial Intelligence Fast Api LLM Retrieval Augmented Generation Python AZURE GCP AWS M.Tech Hybrid Bengaluru",M.Tech,Hybrid,5,10,5,5 days ago,Not Disclosed,,,1400000,Naukri,"aws, python, azure, r",4
Ai Engineer,AI Engineer,Turing Global India,Remote,"Remote, India",Agentic Ai Generative Ai Langgraph Artificial Intelligence,"computer vision, deep learning, machine learning, nlp, python, pytorch, tensorflow",7,"Ai Engineer computer vision, deep learning, machine learning, nlp, python, pytorch, tensorflow Agentic Ai Generative Ai Langgraph Artificial Intelligence M.Tech Remote Remote",M.Tech,Remote,3,8,2,2 days ago,15-30 Lacs PA,1500000.0,3000000.0,2250000,Naukri,r,1
Ai Engineer,Gen AI Engineer,Diverse Lynx,Bengaluru,"Bengaluru, India",kubernetes continuous integration confluence aws iam api gateway eks artificial intelligence docker,"aws, computer vision, deep learning, docker, kubernetes, machine learning, nlp, python, pytorch, tensorflow",10,"Ai Engineer aws, computer vision, deep learning, docker, kubernetes, machine learning, nlp, python, pytorch, tensorflow kubernetes continuous integration confluence aws iam api gateway eks artificial intelligence docker M.Tech On-site Bengaluru",M.Tech,On-site,1,6,2,2 days ago,Not Disclosed,,,1160000,Naukri,"kubernetes, docker, aws, r",4
Ai Engineer,AI Engineer,Altimetrik,Bengaluru,"Hyderabad, Pune, Bengaluru, India",Generative Ai Python Large Language Model Typescript Javascript Large Languages Artificial Intelligence,"computer vision, deep learning, javascript, machine learning, nlp, python, pytorch, tensorflow, typescript",9,"Ai Engineer computer vision, deep learning, javascript, machine learning, nlp, python, pytorch, tensorflow, typescript Generative Ai Python Large Language Model Typescript Javascript Large Languages Artificial Intelligence M.Tech On-site Bengaluru",M.Tech,On-site,7,18,2,2 days ago,Not Disclosed,,,1520000,Naukri,"javascript, java, python, r",4
Ai Engineer,AI Engineer (Junior),Bootcoding,Nagpur,"Nagpur, India",Analytical skills Health insurance deep learning Version control GIT Machine learning Software development life cycle Information technology,"computer vision, deep learning, git, machine learning, nlp, python, pytorch, tensorflow",8,"Ai Engineer computer vision, deep learning, git, machine learning, nlp, python, pytorch, tensorflow Analytical skills Health insurance deep learning Version control GIT Machine learning Software development life cycle Information technology M.Tech On-site Nagpur",M.Tech,On-site,0,2,7,1 week ago,Not Disclosed,,,1100000,Naukri,"git, machine learning, deep learning, r",4
Ai Engineer,AI Engineer,Tezo,Hyderabad,"Hyderabad, India",algorithms python c++ natural language processing neural networks machine learning artificial intelligence deep learning,"computer vision, deep learning, machine learning, nlp, python, pytorch, tensorflow",7,"Ai Engineer computer vision, deep learning, machine learning, nlp, python, pytorch, tensorflow algorithms python c++ natural language processing neural networks machine learning artificial intelligence deep learning M.Tech On-site Hyderabad",M.Tech,On-site,4,8,3,3 days ago,Not Disclosed,,,1340000,Naukri,"machine learning, python, deep learning, r",4
Ai Engineer,AI Engineer,Athrv Cloud,Chennai,"Chennai, India",Computer science Performance tuning System architecture deep learning Backend data science Machine learning Deployment,"computer vision, deep learning, machine learning, nlp, python, pytorch, tensorflow",7,"Ai Engineer computer vision, deep learning, machine learning, nlp, python, pytorch, tensorflow Computer science Performance tuning System architecture deep learning Backend data science Machine learning Deployment M.Tech On-site Chennai",M.Tech,On-site,1,2,5,5 days ago,Not Disclosed,,,1160000,Naukri,"machine learning, deep learning, r",3
Ai Engineer,AI Engineer,Meltwater,Hyderabad,"Hyderabad, India",Computer science Computer vision Health insurance orchestration Image processing Debugging Agile Genetics,"agile, computer vision, deep learning, machine learning, nlp, python, pytorch, tensorflow",8,"Ai Engineer agile, computer vision, deep learning, machine learning, nlp, python, pytorch, tensorflow Computer science Computer vision Health insurance orchestration Image processing Debugging Agile Genetics M.Tech On-site Hyderabad",M.Tech,On-site,0,7,7,1 week ago,Not Disclosed,,,1100000,Naukri,"computer vision, r",2
Ai Engineer,AI Engineer,Habilelabs,Jaipur,"Jaipur, India",algorithms c++ python cnn natural language processing neural networks machine learning artificial intelligence,"computer vision, deep learning, machine learning, nlp, python, pytorch, tensorflow",7,"Ai Engineer computer vision, deep learning, machine learning, nlp, python, pytorch, tensorflow algorithms c++ python cnn natural language processing neural networks machine learning artificial intelligence M.Tech On-site Jaipur",M.Tech,On-site,3,6,3,3 days ago,Not Disclosed,,,1280000,Naukri,"machine learning, python, r",3
Ai Engineer,AI Engineer (Generative AI/ Agents),Omnie Solutions,Noida,"Noida, India",Aws Bedrock Agentic Ai Prompt Engineering Generative Ai Vertex Ai Conversational Ai Chatbot Vertex,"aws, computer vision, deep learning, machine learning, nlp, python, pytorch, tensorflow",8,"Ai Engineer aws, computer vision, deep learning, machine learning, nlp, python, pytorch, tensorflow Aws Bedrock Agentic Ai Prompt Engineering Generative Ai Vertex Ai Conversational Ai Chatbot Vertex M.Tech On-site Noida",M.Tech,On-site,4,8,5,5 days ago,15-30 Lacs PA,1500000.0,3000000.0,2250000,Naukri,"aws, r",2
Ai Engineer,Gen AI Engineer,Cognizant,Gurugram,"Gurugram, India",image processing kubernetes algorithms python data management natural language processing microsoft azure machine learning,"azure, computer vision, deep learning, kubernetes, machine learning, nlp, python, pytorch, tensorflow",9,"Ai Engineer azure, computer vision, deep learning, kubernetes, machine learning, nlp, python, pytorch, tensorflow image processing kubernetes algorithms python data management natural language processing microsoft azure machine learning M.Tech On-site Gurugram",M.Tech,On-site,8,12,7,1 week ago,Not Disclosed,,,1580000,Naukri,"kubernetes, python, r, machine learning, azure",5
Ai Engineer,Lead AI Engineer,Vconstruct,Pune,"Pune(Magarpatta +1), India",Generative Ai Machine Learning Agentic Ai Python Predictive Modeling Tensorflow Ai Strategy Artificial Intelligence,"computer vision, deep learning, machine learning, nlp, python, pytorch, tensorflow",7,"Ai Engineer computer vision, deep learning, machine learning, nlp, python, pytorch, tensorflow Generative Ai Machine Learning Agentic Ai Python Predictive Modeling Tensorflow Ai Strategy Artificial Intelligence M.Tech On-site Pune",M.Tech,On-site,8,10,7,1 week ago,Not Disclosed,,,1580000,Naukri,"tensorflow, machine learning, python, r",4
Ai Engineer,AI Engineer,Cleartelligence,Hyderabad,"Hyderabad, India",Artificial Intelligence Prompt Engineering Api Integration Python Development Machine Learning Development Intelligence Python,"computer vision, deep learning, machine learning, nlp, python, pytorch, tensorflow",7,"Ai Engineer computer vision, deep learning, machine learning, nlp, python, pytorch, tensorflow Artificial Intelligence Prompt Engineering Api Integration Python Development Machine Learning Development Intelligence Python M.Tech On-site Hyderabad",M.Tech,On-site,5,10,3,3 days ago,10-20 Lacs PA,1000000.0,2000000.0,1500000,Naukri,"machine learning, python, r",3
Ai Engineer,AI Engineer,Nice Software Solutions,Nagpur,"Nagpur, India",python natural language processing data processing neural networks python development engineering numpy machine learning,"computer vision, deep learning, machine learning, nlp, numpy, python, pytorch, tensorflow",8,"Ai Engineer computer vision, deep learning, machine learning, nlp, numpy, python, pytorch, tensorflow python natural language processing data processing neural networks python development engineering numpy machine learning M.Tech On-site Nagpur",M.Tech,On-site,4,9,3,3 days ago,Not Disclosed,,,1340000,Naukri,"machine learning, numpy, python, r",4
Ai Engineer,AI Engineer,Academian India,Pune,"Hybrid - Pune, India",Generative Ai AWS Python Natural Language Processing Aiml Machine Learning Deep Learning Languages,"aws, computer vision, deep learning, machine learning, nlp, python, pytorch, tensorflow",8,"Ai Engineer aws, computer vision, deep learning, machine learning, nlp, python, pytorch, tensorflow Generative Ai AWS Python Natural Language Processing Aiml Machine Learning Deep Learning Languages M.Tech Hybrid Pune",M.Tech,Hybrid,3,5,5,5 days ago,Not Disclosed,,,1280000,Naukri,"aws, python, deep learning, r, machine learning",5
Ai Engineer,Agentic AI Engineer,Apidel Technologies,Bengaluru,"Pune, Bengaluru, Mumbai (All Areas), India",Claude Code Ai API Artificial Intelligence Coding,"computer vision, deep learning, machine learning, nlp, python, pytorch, tensorflow",7,"Ai Engineer computer vision, deep learning, machine learning, nlp, python, pytorch, tensorflow Claude Code Ai API Artificial Intelligence Coding M.Tech On-site Bengaluru",M.Tech,On-site,3,7,5,5 days ago,Not Disclosed,,,1280000,Naukri,r,1
Ai Engineer,Principal AI Engineer,Aveva,Bengaluru,"Hyderabad, Bengaluru, India",ai engineer python github restful data pipelines prototyping ai aks,"computer vision, deep learning, machine learning, nlp, python, pytorch, tensorflow",7,"Ai Engineer computer vision, deep learning, machine learning, nlp, python, pytorch, tensorflow ai engineer python github restful data pipelines prototyping ai aks M.Tech On-site Bengaluru",M.Tech,On-site,8,13,7,1 week ago,Not Disclosed,,,1580000,Naukri,"python, git, r",3
Ai Engineer,AI Engineer,Indegene,Bengaluru,"Bengaluru, India",GenAI FastAPI Claude Anthropic AWS Python Artificial Intelligence,"aws, computer vision, deep learning, fastapi, machine learning, nlp, python, pytorch, tensorflow",9,"Ai Engineer aws, computer vision, deep learning, fastapi, machine learning, nlp, python, pytorch, tensorflow GenAI FastAPI Claude Anthropic AWS Python Artificial Intelligence M.Tech On-site Bengaluru",M.Tech,On-site,3,5,7,1 week ago,15-18 Lacs PA,1500000.0,1800000.0,1650000,Naukri,"aws, python, r",3
Ai Engineer,AI Engineer,Covalense Global,Hyderabad,"Hyderabad, India",Computer vision Data analysis GIT Enterprise applications Analytical Artificial Intelligence Machine learning Natural language processing,"computer vision, data analysis, deep learning, git, machine learning, nlp, python, pytorch, tensorflow",9,"Ai Engineer computer vision, data analysis, deep learning, git, machine learning, nlp, python, pytorch, tensorflow Computer vision Data analysis GIT Enterprise applications Analytical Artificial Intelligence Machine learning Natural language processing M.Tech On-site Hyderabad",M.Tech,On-site,2,5,2,2 days ago,Not Disclosed,,,1220000,Naukri,"data analysis, git, r, machine learning, computer vision",5
Nlp Engineer,NLP Engineer,Flextrio Solutions,Hyderabad,"Hyderabad, India",chatbot python data analytics natural language processing sentiment analysis predictive analytics machine learning sql,"deep learning, machine learning, nlp, python, pytorch, scikit-learn, sql, tensorflow",8,"Nlp Engineer deep learning, machine learning, nlp, python, pytorch, scikit-learn, sql, tensorflow chatbot python data analytics natural language processing sentiment analysis predictive analytics machine learning sql M.Sc On-site Hyderabad",M.Sc,On-site,2,7,7,1 week ago,Not Disclosed,,,1120000,Naukri,"machine learning, sql, python, r",4
Nlp Engineer,NLP Engineer (Junior),Bootcoding,Nagpur,"Nagpur, India",Health insurance Analytical Machine learning Programming Design development Data structures Natural language processing Information technology,"deep learning, machine learning, nlp, python, pytorch, scikit-learn, tensorflow",7,"Nlp Engineer deep learning, machine learning, nlp, python, pytorch, scikit-learn, tensorflow Health insurance Analytical Machine learning Programming Design development Data structures Natural language processing Information technology M.Sc On-site Nagpur",M.Sc,On-site,0,2,7,1 week ago,Not Disclosed,,,1000000,Naukri,"machine learning, r",2
Nlp Engineer,Senior NLP Engineer(INDIA ONLY),Futurepath Ai,Bengaluru,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru, India",Computer science deep learning data science Machine learning Manager Technology Mentor Deployment Mathematics,"deep learning, machine learning, nlp, python, pytorch, scikit-learn, tensorflow",7,"Nlp Engineer deep learning, machine learning, nlp, python, pytorch, scikit-learn, tensorflow Computer science deep learning data science Machine learning Manager Technology Mentor Deployment Mathematics M.Sc On-site Bengaluru",M.Sc,On-site,1,4,30,3+ weeks ago,Not Disclosed,,,1060000,Naukri,"machine learning, deep learning, r",3
Nlp Engineer,NLP Engineer,Findability Sciences,Other,India,software architecture Software design Statistical analysis MySQL Machine learning Design development Programming Data structures,"deep learning, machine learning, mysql, nlp, python, pytorch, scikit-learn, tensorflow",8,"Nlp Engineer deep learning, machine learning, mysql, nlp, python, pytorch, scikit-learn, tensorflow software architecture Software design Statistical analysis MySQL Machine learning Design development Programming Data structures M.Sc On-site India",M.Sc,On-site,2,6,30,3+ weeks ago,Not Disclosed,,,1120000,Naukri,"mysql, sql, machine learning, r",4
Nlp Engineer,NLP engineer,Sifthub,Mumbai,"Mumbai, India",domain knowledge python confluence ux natural language processing ai sharepoint llm,"deep learning, machine learning, nlp, python, pytorch, scikit-learn, tensorflow",7,"Nlp Engineer deep learning, machine learning, nlp, python, pytorch, scikit-learn, tensorflow domain knowledge python confluence ux natural language processing ai sharepoint llm M.Sc On-site Mumbai",M.Sc,On-site,4,7,30,3+ weeks ago,Not Disclosed,,,1240000,Naukri,"python, r",2
Nlp Engineer,NLP Engineer,Krazy Mantra It,Pune,"Pune, India",deep learning Machine learning Programming Python Program Machine Natural language processing,"deep learning, machine learning, nlp, python, pytorch, scikit-learn, tensorflow",7,"Nlp Engineer deep learning, machine learning, nlp, python, pytorch, scikit-learn, tensorflow deep learning Machine learning Programming Python Program Machine Natural language processing M.Sc On-site Pune",M.Sc,On-site,1,3,30,3+ weeks ago,Not Disclosed,,,1060000,Naukri,"machine learning, python, deep learning, r",4
Nlp Engineer,Sr . NLP Engineer,Turabit Solutions,Ahmedabad,"Ahmedabad, India",Training deep learning SIDE Corporate training data science MySQL Machine learning Corporate,"deep learning, machine learning, mysql, nlp, python, pytorch, scikit-learn, tensorflow",8,"Nlp Engineer deep learning, machine learning, mysql, nlp, python, pytorch, scikit-learn, tensorflow Training deep learning SIDE Corporate training data science MySQL Machine learning Corporate M.Sc On-site Ahmedabad",M.Sc,On-site,7,12,30,3+ weeks ago,Not Disclosed,,,1420000,Naukri,"sql, deep learning, mysql, r, machine learning",5
Nlp Engineer,Resume Parsing Engineer or NLP Engineer - Talent Smart,Talent Smart Soft Solutions,Hyderabad,"Hyderabad, India",IT services Data modeling XML MySQL Debugging JSON Unit testing Apache,"deep learning, machine learning, mysql, nlp, python, pytorch, scikit-learn, tensorflow",8,"Nlp Engineer deep learning, machine learning, mysql, nlp, python, pytorch, scikit-learn, tensorflow IT services Data modeling XML MySQL Debugging JSON Unit testing Apache M.Sc On-site Hyderabad",M.Sc,On-site,3,8,30,3+ weeks ago,Not Disclosed,,,1180000,Naukri,"mysql, sql, r",3
Nlp Engineer,Senior Natural Language Processing (NLP) Engineer,Genzeon (India) Private Limited,Pune,"Pune, India",MLOPS Natural language processing problem solving Engineering Languages Process Senior Processing,"deep learning, machine learning, nlp, python, pytorch, scikit-learn, tensorflow",7,"Nlp Engineer deep learning, machine learning, nlp, python, pytorch, scikit-learn, tensorflow MLOPS Natural language processing problem solving Engineering Languages Process Senior Processing M.Sc On-site Pune",M.Sc,On-site,1,5,30,3+ weeks ago,Not Disclosed,,,1060000,Naukri,r,1
Nlp Engineer,NLP - Engineer,Koireader Technologies,Bengaluru,"Bengaluru, India",Supply chain Process automation Geometry Artificial Intelligence Data processing Oracle Troubleshooting Open source,"deep learning, machine learning, nlp, python, pytorch, scikit-learn, tensorflow",7,"Nlp Engineer deep learning, machine learning, nlp, python, pytorch, scikit-learn, tensorflow Supply chain Process automation Geometry Artificial Intelligence Data processing Oracle Troubleshooting Open source M.Sc On-site Bengaluru",M.Sc,On-site,3,8,30,3+ weeks ago,Not Disclosed,,,1180000,Naukri,r,1
Nlp Engineer,NLP Engineer,Leading Client,Bengaluru,"Noida, Hyderabad, Bengaluru, India",Nlp Tensorflow Use Cases Feature Engineering Ai Regression Data Extraction Llm,"deep learning, feature engineering, machine learning, nlp, python, pytorch, scikit-learn, tensorflow",8,"Nlp Engineer deep learning, feature engineering, machine learning, nlp, python, pytorch, scikit-learn, tensorflow Nlp Tensorflow Use Cases Feature Engineering Ai Regression Data Extraction Llm M.Sc On-site Bengaluru",M.Sc,On-site,2,6,21,3 weeks ago,Not Disclosed,,,1120000,Naukri,"tensorflow, nlp, r",3
Nlp Engineer,nlp engineers,Disha Consultants,Bengaluru,"Bengaluru, India",Computer science Logistic regression Architecture Diagnostics GCP Machine learning Deployment Mathematics,"deep learning, gcp, machine learning, nlp, python, pytorch, scikit-learn, tensorflow",8,"Nlp Engineer deep learning, gcp, machine learning, nlp, python, pytorch, scikit-learn, tensorflow Computer science Logistic regression Architecture Diagnostics GCP Machine learning Deployment Mathematics M.Sc On-site Bengaluru",M.Sc,On-site,8,12,30,3+ weeks ago,Not Disclosed,,,1480000,Naukri,"machine learning, r",2
Nlp Engineer,Engineer- NLP,Evalueserve,Gurugram,"Gurugram, India",algorithms python c++ data scraping natural language processing information retrieval dl bert,"deep learning, machine learning, nlp, python, pytorch, scikit-learn, tensorflow",7,"Nlp Engineer deep learning, machine learning, nlp, python, pytorch, scikit-learn, tensorflow algorithms python c++ data scraping natural language processing information retrieval dl bert M.Sc On-site Gurugram",M.Sc,On-site,1,3,14,2 weeks ago,Not Disclosed,,,1060000,Naukri,"python, r",2
Nlp Engineer,Lead Engineer - AI/NLP,Evalueserve,Bengaluru,"Bengaluru, India",algorithms python c++ data scraping natural language processing bot information retrieval dl,"deep learning, machine learning, nlp, python, pytorch, scikit-learn, tensorflow",7,"Nlp Engineer deep learning, machine learning, nlp, python, pytorch, scikit-learn, tensorflow algorithms python c++ data scraping natural language processing bot information retrieval dl M.Sc On-site Bengaluru",M.Sc,On-site,7,12,14,2 weeks ago,Not Disclosed,,,1420000,Naukri,"python, r",2
Nlp Engineer,NLP (Natural Language Processing) Engineer,Bringle Academy,Other,India,Unix Algorithms GIT Linux Written communication Tools Natural language processing Open source,"deep learning, git, linux, machine learning, nlp, python, pytorch, scikit-learn, tensorflow",9,"Nlp Engineer deep learning, git, linux, machine learning, nlp, python, pytorch, scikit-learn, tensorflow Unix Algorithms GIT Linux Written communication Tools Natural language processing Open source M.Sc On-site India",M.Sc,On-site,2,4,30,3+ weeks ago,Not Disclosed,,,1120000,Naukri,"linux, git, r",3
Nlp Engineer,AI NLP Engineer,Evalueserve,Gurugram,"Gurugram, India",kubernetes python software development natural language processing microsoft azure cloud platforms aiml artificial intelligence,"azure, deep learning, kubernetes, machine learning, nlp, python, pytorch, scikit-learn, tensorflow",9,"Nlp Engineer azure, deep learning, kubernetes, machine learning, nlp, python, pytorch, scikit-learn, tensorflow kubernetes python software development natural language processing microsoft azure cloud platforms aiml artificial intelligence M.Sc On-site Gurugram",M.Sc,On-site,3,5,7,1 week ago,Not Disclosed,,,1180000,Naukri,"kubernetes, azure, python, r",4
Nlp Engineer,AI/ML NLP Engineer,Rarr Technologies,Gurugram,"Gurugram, India",Backend Front end GCP Cloud System design Deployment Transformers Statistics,"deep learning, gcp, machine learning, nlp, python, pytorch, scikit-learn, statistics, tensorflow",9,"Nlp Engineer deep learning, gcp, machine learning, nlp, python, pytorch, scikit-learn, statistics, tensorflow Backend Front end GCP Cloud System design Deployment Transformers Statistics M.Sc On-site Gurugram",M.Sc,On-site,5,8,30,3+ weeks ago,Not Disclosed,,,1300000,Naukri,"statistics, r",2
Nlp Engineer,Prompt Engineer,Accenture,Bengaluru,"Bengaluru, India",ai model natural language processing design ai user experience programming languages artificial intelligence programming,"deep learning, machine learning, nlp, python, pytorch, scikit-learn, tensorflow",7,"Nlp Engineer deep learning, machine learning, nlp, python, pytorch, scikit-learn, tensorflow ai model natural language processing design ai user experience programming languages artificial intelligence programming M.Sc On-site Bengaluru",M.Sc,On-site,5,10,1,1 day ago,Not Disclosed,,,1300000,Naukri,r,1
Nlp Engineer,MLOps/LLMOps Engineer,Coforge,Pune,"Hyderabad, Pune, Greater Noida, India",Machine Learning Cicd Methodology Langchain Docker Natural Language Processing Openai llm Deep Learning,"deep learning, docker, machine learning, nlp, python, pytorch, scikit-learn, tensorflow",8,"Nlp Engineer deep learning, docker, machine learning, nlp, python, pytorch, scikit-learn, tensorflow Machine Learning Cicd Methodology Langchain Docker Natural Language Processing Openai llm Deep Learning M.Sc On-site Pune",M.Sc,On-site,6,10,2,2 days ago,Not Disclosed,,,1360000,Naukri,"docker, machine learning, deep learning, r",4
Nlp Engineer,GenAI Engineer,Altimetrik,Bengaluru,"Bengaluru, India",algorithms python natural language processing scikit-learn neural networks problem solving engineering machine learning,"deep learning, machine learning, nlp, python, pytorch, scikit-learn, tensorflow",7,"Nlp Engineer deep learning, machine learning, nlp, python, pytorch, scikit-learn, tensorflow algorithms python natural language processing scikit-learn neural networks problem solving engineering machine learning M.Sc On-site Bengaluru",M.Sc,On-site,2,5,2,2 days ago,Not Disclosed,,,1120000,Naukri,"scikit-learn, machine learning, python, r",4
Nlp Engineer,GenAI Engineer,Aventior Digital,Pune,"Hybrid - Pune, India",Data Science Agentic Ai Artificial Intelligence Retrieval Augmented Generation Machine Learning Ai Solutions Natural Language Processing Statistical Modeling,"deep learning, machine learning, nlp, python, pytorch, scikit-learn, tensorflow",7,"Nlp Engineer deep learning, machine learning, nlp, python, pytorch, scikit-learn, tensorflow Data Science Agentic Ai Artificial Intelligence Retrieval Augmented Generation Machine Learning Ai Solutions Natural Language Processing Statistical Modeling M.Sc Hybrid Pune",M.Sc,Hybrid,3,4,2,2 days ago,Not Disclosed,,,1180000,Naukri,"machine learning, r",2
Nlp Engineer,Natural Language Processing Engineer,Samatrix Consulting,Gurugram,"Gurgaon, India",Machine learning Programming Natural language processing Python Languages Process Machine Processing,"deep learning, machine learning, nlp, python, pytorch, scikit-learn, tensorflow",7,"Nlp Engineer deep learning, machine learning, nlp, python, pytorch, scikit-learn, tensorflow Machine learning Programming Natural language processing Python Languages Process Machine Processing M.Sc On-site Gurugram",M.Sc,On-site,2,6,30,3+ weeks ago,Not Disclosed,,,1120000,Naukri,"machine learning, python, r",3
Nlp Engineer,GenerativeAI Engineer,Deloitte Consulting,Bengaluru,"Hyderabad, Pune, Bengaluru, India",Genrative Ai Langchain Large Language Model Gen AI Developer Natural Language Processing Neural Networks RAG AI Developer,"deep learning, machine learning, nlp, python, pytorch, scikit-learn, tensorflow",7,"Nlp Engineer deep learning, machine learning, nlp, python, pytorch, scikit-learn, tensorflow Genrative Ai Langchain Large Language Model Gen AI Developer Natural Language Processing Neural Networks RAG AI Developer M.Sc On-site Bengaluru",M.Sc,On-site,7,11,7,1 week ago,Not Disclosed,,,1420000,Naukri,r,1
